sale_id,date,product_id,region_id,channel_id,units_sold,revenue,discount
2234,2021-11-02,1187,1006,554605,1,500.0,0.0
2235,2024-11-06,1063,1028,688043,1,1100.0,0.0
2236,2019-09-30,1187,1029,688043,1,500.0,0.0
2237,2024-01-14,1184,1021,728312,1,200.0,0.0
2238,2021-07-31,1125,1035,794130,1,750.0,0.0
2239,2023-11-27,1043,1026,536398,1,600.0,0.0
2240,2021-01-18,1135,1040,794130,1,250.0,0.0
2241,2018-06-12,1197,1016,688043,8,1600.0,0.0
2242,2022-05-20,1120,1043,483036,1,600.0,0.0
2243,2024-11-23,1129,1027,240932,1,450.0,0.0
2244,2023-09-20,1103,1011,536398,1,600.0,0.0
2245,2020-08-17,1189,1025,765544,1,250.0,0.0
2246,2023-12-10,1176,1006,756746,4,800.0,0.0
2247,2022-03-25,1081,1035,756746,1,600.0,0.0
2248,2023-09-06,1063,1036,240932,1,1100.0,0.0
2249,2022-10-20,1155,1011,536398,1,250.0,0.0
2250,2023-07-19,1064,1003,483036,1,350.0,0.0
2251,2024-10-11,1172,1033,756746,1,225.0,0.1
2252,2023-01-24,1144,1035,765544,2,600.0,0.0
2253,2024-03-28,1078,1006,554605,1,450.0,0.0
2254,2023-04-26,1071,1007,517509,1,750.0,0.0
2255,2024-10-30,1026,1018,765544,1,400.0,0.0
2256,2024-03-08,1168,1021,794130,1,250.0,0.0
2257,2024-01-28,1098,1009,240932,1,450.0,0.0
2258,2024-08-22,1053,1010,765544,1,1400.0,0.0
2259,2024-10-11,1016,1041,517509,1,750.0,0.0
2260,2024-11-20,1007,1039,794130,2,1440.0,0.1
2261,2023-03-31,1102,1039,688043,4,1400.0,0.0
2262,2023-05-03,1089,1001,240932,1,800.0,0.0
2263,2024-01-06,1063,1036,678490,2,2090.0,0.05
2264,2024-05-11,1015,1025,606020,1,950.0,0.0
2265,2020-11-07,1154,1013,483036,1,150.0,0.0
2266,2024-12-07,1017,1042,765544,1,900.0,0.0
2267,2024-09-22,1066,1040,757135,1,550.0,0.0
2268,2023-01-06,1202,1023,483036,1,200.0,0.0
2269,2024-07-17,1019,1004,757135,1,1800.0,0.0
2270,2022-09-06,1076,1034,240932,9,2700.0,0.0
2271,2024-10-25,1032,1033,517509,1,300.0,0.0
2272,2024-06-06,1052,1037,757135,1,550.0,0.0
2273,2024-11-30,1115,1017,483036,2,800.0,0.0
2274,2024-04-29,1056,1011,757135,1,800.0,0.0
2275,2024-02-09,1097,1014,765544,1,400.0,0.0
2276,2020-01-23,1195,1036,606020,1,200.0,0.0
2277,2021-06-11,1197,1018,678490,1,200.0,0.0
2278,2018-09-09,1191,1011,387010,1,150.0,0.0
2279,2023-10-28,1042,1040,636916,2,1500.0,0.0
2280,2024-07-29,1010,1024,688043,1,500.0,0.0
2281,2023-11-03,1116,1028,554605,1,900.0,0.0
2282,2024-10-13,1046,1008,554605,1,500.0,0.0
2283,2021-09-17,1184,1018,688043,1,200.0,0.0
2284,2023-11-07,1048,1034,554605,1,550.0,0.0
2285,2024-05-15,1023,1011,536398,1,1200.0,0.0
2286,2022-07-09,1201,1037,536398,1,150.0,0.0
2287,2023-11-15,1093,1020,554605,1,250.0,0.0
2288,2024-02-19,1038,1024,483036,1,700.0,0.0
2289,2024-09-19,1021,1014,757135,1,650.0,0.0
2290,2022-03-17,1115,1036,554605,1,400.0,0.0
2291,2023-04-25,1124,1024,606020,1,350.0,0.0
2292,2024-03-10,1039,1018,728312,1,950.0,0.0
2293,2023-08-21,1073,1035,678490,1,427.5,0.05
2294,2021-09-11,1132,1023,536398,1,285.0,0.05
2295,2020-07-01,1199,1015,688043,2,300.0,0.0
2296,2024-05-15,1048,1027,756746,2,1100.0,0.0
2297,2024-11-22,1170,1019,765544,1,200.0,0.0
2298,2023-04-12,1191,1033,483036,1,150.0,0.0
2299,2021-06-02,1111,1042,756746,1,350.0,0.0
2300,2023-04-29,1070,1031,756746,1,550.0,0.0
2301,2024-10-05,1073,1013,606020,1,450.0,0.0
2302,2024-01-26,1099,1038,765544,1,550.0,0.0
2303,2024-07-19,1117,1013,636916,1,500.0,0.0
2304,2022-08-10,1197,1044,536398,8,1520.0,0.05
2305,2024-04-30,1192,1024,606020,1,150.0,0.0
2306,2023-05-05,1202,1007,483036,1,200.0,0.0
2307,2023-07-05,1123,1043,636916,1,200.0,0.0
2308,2018-11-12,1194,1020,794130,1,250.0,0.0
2309,2023-08-11,1098,1024,636916,1,450.0,0.0
2310,2022-10-10,1079,1001,483036,1,650.0,0.0
2311,2019-10-06,1199,1021,794130,1,150.0,0.0
2312,2024-06-06,1023,1019,728312,1,1200.0,0.0
2313,2024-02-14,1170,1010,606020,1,200.0,0.0
2314,2022-03-15,1108,1040,554605,2,800.0,0.0
2315,2022-07-18,1135,1005,636916,1,250.0,0.0
2316,2020-04-26,1141,1024,728312,8,2000.0,0.0
2317,2021-10-08,1123,1019,794130,2,400.0,0.0
2318,2024-08-27,1199,1015,757135,1,150.0,0.0
2319,2024-12-21,1001,1014,517509,1,1200.0,0.0
2320,2020-07-09,1148,1002,483036,1,400.0,0.0
2321,2023-08-09,1066,1028,728312,3,1650.0,0.0
2322,2024-10-03,1124,1010,606020,1,350.0,0.0
2323,2021-07-26,1187,1018,536398,3,1500.0,0.0
2324,2024-06-26,1093,1007,765544,4,1000.0,0.0
2325,2022-11-16,1193,1002,517509,3,600.0,0.0
2326,2024-06-20,1047,1014,728312,1,700.0,0.0
2327,2024-07-23,1134,1010,757135,1,300.0,0.0
2328,2021-04-03,1159,1008,636916,1,190.0,0.05
2329,2024-03-15,1016,1008,483036,1,750.0,0.0
2330,2020-04-16,1168,1036,606020,1,237.5,0.05
2331,2021-10-20,1144,1005,757135,1,300.0,0.0
2332,2024-06-25,1022,1043,636916,1,950.0,0.0
2333,2024-10-24,1041,1038,554605,2,960.0,0.2
2334,2024-06-03,1052,1014,554605,1,550.0,0.0
2335,2023-12-07,1103,1017,483036,1,600.0,0.0
2336,2024-01-01,1094,1022,240932,1,500.0,0.0
2337,2024-12-19,1014,1043,636916,2,1400.0,0.0
2338,2022-10-01,1104,1037,757135,1,450.0,0.0
2339,2023-03-02,1147,1021,240932,1,700.0,0.0
2340,2023-03-07,1097,1015,536398,1,400.0,0.0
2341,2024-09-12,1194,1023,483036,1,250.0,0.0
2342,2024-07-05,1011,1041,728312,1,900.0,0.0
2343,2023-10-13,1091,1031,636916,1,300.0,0.0
2344,2024-01-15,1080,1008,636916,1,500.0,0.0
2345,2021-12-03,1173,1009,240932,1,200.0,0.0
2346,2023-02-16,1182,1030,536398,1,400.0,0.0
2347,2024-01-01,1146,1021,387010,1,350.0,0.0
2348,2023-11-11,1179,1005,554605,2,700.0,0.0
2349,2023-08-12,1175,1034,688043,1,250.0,0.0
2350,2022-10-03,1137,1042,757135,1,200.0,0.0
2351,2024-04-16,1194,1001,554605,1,250.0,0.0
2352,2024-10-01,1032,1042,240932,2,600.0,0.0
2353,2023-11-13,1172,1042,794130,1,250.0,0.0
2354,2024-12-13,1072,1033,757135,1,550.0,0.0
2355,2023-07-21,1178,1034,387010,1,300.0,0.0
2356,2024-06-12,1007,1012,387010,1,720.0,0.1
2357,2023-09-27,1184,1031,606020,1,200.0,0.0
2358,2024-01-27,1049,1040,240932,3,4200.0,0.0
2359,2024-11-23,1002,1008,517509,1,1000.0,0.0
2360,2018-10-09,1184,1002,728312,1,200.0,0.0
2361,2023-08-29,1072,1015,765544,1,550.0,0.0
2362,2024-10-04,1151,1014,688043,1,450.0,0.0
2363,2024-11-12,1009,1009,728312,1,760.0,0.05
2364,2024-03-17,1052,1008,387010,1,550.0,0.0
2365,2024-05-06,1095,1026,756746,1,900.0,0.0
2366,2021-01-17,1193,1038,606020,1,200.0,0.0
2367,2021-02-27,1203,1003,765544,2,400.0,0.0
2368,2024-03-19,1062,1026,636916,1,600.0,0.0
2369,2024-09-28,1015,1013,636916,3,2850.0,0.0
2370,2021-09-06,1110,1006,483036,1,500.0,0.0
2371,2023-10-18,1039,1032,756746,1,950.0,0.0
2372,2024-05-01,1051,1005,606020,1,750.0,0.0
2373,2024-07-07,1115,1013,554605,4,1600.0,0.0
2374,2018-12-22,1191,1011,794130,1,150.0,0.0
2375,2024-08-07,1075,1008,728312,1,450.0,0.0
2376,2024-03-25,1065,1017,757135,1,700.0,0.0
2377,2023-01-30,1154,1021,240932,1,150.0,0.0
2378,2022-08-02,1199,1032,240932,1,150.0,0.0
2379,2024-04-10,1030,1003,483036,1,400.0,0.0
2380,2023-01-30,1203,1043,756746,1,200.0,0.0
2381,2023-11-11,1057,1030,517509,6,5400.0,0.0
2382,2023-12-10,1147,1009,678490,1,700.0,0.0
2383,2022-10-02,1070,1037,517509,1,550.0,0.0
2384,2023-11-09,1138,1029,756746,1,350.0,0.0
2385,2022-04-08,1183,1043,387010,10,2500.0,0.0
2386,2024-06-03,1042,1002,765544,1,750.0,0.0
2387,2023-08-04,1050,1044,794130,2,1600.0,0.0
2388,2024-08-16,1069,1037,794130,1,500.0,0.0
2389,2023-08-22,1140,1007,765544,1,300.0,0.0
2390,2022-12-05,1067,1028,240932,1,700.0,0.0
2391,2024-08-08,1120,1037,387010,1,600.0,0.0
2392,2023-04-04,1100,1017,554605,1,450.0,0.0
2393,2024-07-15,1007,1033,794130,1,800.0,0.0
2394,2024-12-12,1031,1033,757135,1,550.0,0.0
2395,2024-10-20,1006,1036,240932,1,1000.0,0.0
2396,2024-06-19,1108,1034,536398,1,400.0,0.0
2397,2023-07-26,1068,1031,387010,1,600.0,0.0
2398,2022-07-13,1110,1032,240932,3,1500.0,0.0
2399,2021-01-30,1136,1001,240932,1,300.0,0.0
2400,2021-03-21,1134,1002,757135,1,300.0,0.0
2401,2024-08-09,1043,1004,765544,1,600.0,0.0
2402,2024-05-29,1060,1002,387010,1,475.0,0.05
2403,2020-12-31,1163,1042,688043,1,350.0,0.0
2404,2024-12-31,1029,1021,517509,1,800.0,0.0
2405,2021-08-02,1124,1026,554605,1,350.0,0.0
2406,2024-04-02,1070,1007,483036,3,1650.0,0.0
2407,2024-07-22,1025,1017,483036,1,450.0,0.0
2408,2024-06-26,1044,1029,387010,1,400.0,0.0
2409,2022-05-21,1185,1010,536398,1,150.0,0.0
2410,2024-05-21,1006,1029,757135,1,1000.0,0.0
2411,2023-12-14,1094,1038,794130,1,500.0,0.0
2412,2022-05-18,1071,1035,636916,4,3000.0,0.0
2413,2023-06-09,1127,1010,765544,1,315.0,0.1
2414,2022-10-12,1116,1017,636916,1,900.0,0.0
2415,2021-09-17,1158,1044,636916,1,300.0,0.0
2416,2023-08-15,1098,1036,678490,1,450.0,0.0
2417,2024-03-02,1053,1005,765544,1,1400.0,0.0
2418,2024-06-03,1062,1021,554605,1,600.0,0.0
2419,2021-12-11,1167,1034,536398,1,237.5,0.05
2420,2022-07-24,1151,1014,678490,1,450.0,0.0
2421,2024-12-07,1002,1002,240932,5,5000.0,0.0
2422,2024-06-03,1057,1003,678490,1,720.0,0.2
2423,2024-06-19,1044,1020,517509,9,3600.0,0.0
2424,2024-09-23,1037,1023,678490,1,600.0,0.0
2425,2022-05-26,1192,1002,688043,1,150.0,0.0
2426,2024-07-09,1030,1037,517509,1,400.0,0.0
2427,2024-05-29,1011,1028,387010,2,1800.0,0.0
2428,2023-04-25,1113,1040,794130,2,700.0,0.0
2429,2024-12-08,1084,1031,765544,1,450.0,0.0
2430,2024-06-16,1114,1012,387010,1,450.0,0.0
2431,2024-12-18,1002,1025,688043,1,1000.0,0.0
2432,2023-12-23,1109,1001,536398,1,350.0,0.0
2433,2021-03-29,1185,1028,794130,1,150.0,0.0
2434,2024-02-24,1181,1003,517509,1,250.0,0.0
2435,2021-04-16,1140,1033,387010,2,600.0,0.0
2436,2024-01-28,1074,1001,554605,1,550.0,0.0
2437,2024-10-31,1183,1012,240932,1,250.0,0.0
2438,2023-11-15,1052,1011,240932,2,1100.0,0.0
2439,2023-04-20,1117,1017,765544,1,500.0,0.0
2440,2024-12-11,1003,1019,636916,1,800.0,0.0
2441,2020-10-17,1140,1006,678490,2,600.0,0.0
2442,2024-10-06,1097,1004,606020,1,360.0,0.1
2443,2022-04-16,1111,1014,688043,1,350.0,0.0
2444,2020-12-26,1201,1002,554605,1,150.0,0.0
2445,2024-09-22,1011,1018,240932,1,900.0,0.0
2446,2022-04-05,1170,1012,678490,1,200.0,0.0
2447,2024-11-26,1018,1005,606020,9,6300.0,0.0
2448,2024-04-10,1006,1006,678490,1,1000.0,0.0
2449,2024-12-30,1069,1013,794130,1,500.0,0.0
2450,2023-03-23,1173,1027,794130,1,200.0,0.0
2451,2021-01-31,1142,1008,536398,1,350.0,0.0
2452,2024-05-20,1054,1011,387010,1,850.0,0.0
2453,2024-06-05,1074,1018,757135,3,1650.0,0.0
2454,2023-03-30,1041,1032,728312,2,1200.0,0.0
2455,2024-08-11,1054,1026,678490,1,850.0,0.0
2456,2022-05-15,1180,1024,240932,1,300.0,0.0
2457,2023-05-25,1169,1007,483036,8,1600.0,0.0
2458,2023-05-10,1093,1026,756746,1,250.0,0.0
2459,2023-11-12,1143,1014,536398,1,225.0,0.1
2460,2023-08-11,1154,1034,757135,1,135.0,0.1
2461,2022-02-25,1132,1040,636916,1,300.0,0.0
2462,2023-10-11,1125,1014,536398,2,1500.0,0.0
2463,2023-12-05,1051,1033,756746,1,750.0,0.0
2464,2022-12-27,1087,1017,636916,1,400.0,0.0
2465,2021-08-31,1146,1002,554605,1,350.0,0.0
2466,2023-07-08,1092,1011,636916,1,350.0,0.0
2467,2020-09-15,1158,1013,483036,1,300.0,0.0
2468,2024-07-15,1005,1017,757135,1,1300.0,0.0
2469,2023-10-09,1164,1019,240932,1,300.0,0.0
2470,2023-09-24,1088,1002,554605,1,600.0,0.0
2471,2024-09-29,1003,1037,728312,2,1600.0,0.0
2472,2024-12-28,1019,1007,636916,1,1800.0,0.0
2473,2020-12-29,1140,1012,756746,1,300.0,0.0
2474,2024-12-15,1007,1032,688043,1,800.0,0.0
2475,2024-07-30,1023,1018,765544,1,1200.0,0.0
2476,2023-11-28,1061,1013,240932,1,300.0,0.0
2477,2023-04-27,1064,1018,554605,1,350.0,0.0
2478,2024-06-22,1158,1032,517509,1,270.0,0.1
2479,2023-07-25,1151,1017,765544,1,450.0,0.0
2480,2024-06-28,1097,1037,688043,1,400.0,0.0
2481,2024-08-31,1177,1018,636916,1,350.0,0.0
2482,2023-08-29,1195,1037,536398,1,200.0,0.0
2483,2024-09-20,1126,1021,240932,2,500.0,0.0
2484,2024-11-10,1034,1031,728312,1,150.0,0.0
2485,2024-05-19,1119,1013,387010,1,350.0,0.0
2486,2024-09-13,1025,1003,678490,1,450.0,0.0
2487,2023-01-14,1129,1041,794130,1,450.0,0.0
2488,2019-11-13,1182,1038,517509,1,400.0,0.0
2489,2023-04-22,1146,1005,554605,1,350.0,0.0
2490,2023-10-30,1086,1036,606020,1,650.0,0.0
2491,2024-08-17,1048,1003,636916,1,550.0,0.0
2492,2020-09-06,1185,1042,483036,1,150.0,0.0
2493,2020-09-19,1197,1005,240932,1,200.0,0.0
2494,2022-03-15,1192,1038,794130,1,150.0,0.0
2495,2022-10-10,1080,1018,387010,3,1500.0,0.0
2496,2023-08-28,1077,1008,387010,1,500.0,0.0
2497,2023-12-31,1035,1024,757135,1,900.0,0.0
2498,2023-10-25,1084,1032,483036,5,2250.0,0.0
2499,2023-03-05,1096,1002,688043,2,600.0,0.0
2500,2021-09-01,1103,1025,636916,3,1800.0,0.0
2501,2022-08-19,1076,1005,536398,4,1200.0,0.0
2502,2024-01-11,1048,1015,554605,1,550.0,0.0
2503,2022-01-14,1147,1027,757135,1,665.0,0.05
2504,2023-05-31,1121,1010,536398,1,400.0,0.0
2505,2023-09-12,1094,1008,387010,3,1350.0,0.1
2506,2022-10-28,1084,1011,794130,1,450.0,0.0
2507,2021-03-27,1113,1038,536398,1,350.0,0.0
2508,2024-03-25,1026,1012,765544,1,380.0,0.05
2509,2018-08-20,1190,1026,536398,1,200.0,0.0
2510,2020-08-01,1157,1013,728312,1,200.0,0.0
2511,2024-08-18,1015,1021,794130,1,950.0,0.0
2512,2023-04-30,1082,1043,636916,1,1000.0,0.0
2513,2023-12-27,1198,1013,240932,4,600.0,0.0
2514,2024-11-28,1003,1017,536398,1,800.0,0.0
2515,2024-06-10,1026,1039,636916,5,2000.0,0.0
2516,2024-11-03,1044,1010,756746,1,400.0,0.0
2517,2022-07-10,1091,1008,678490,1,300.0,0.0
2518,2024-03-17,1026,1023,536398,1,400.0,0.0
2519,2024-09-18,1078,1014,517509,1,450.0,0.0
2520,2021-04-06,1143,1022,554605,1,250.0,0.0
2521,2023-11-18,1059,1015,756746,1,350.0,0.0
2522,2022-10-13,1096,1005,794130,1,300.0,0.0
2523,2024-06-21,1059,1033,517509,5,1750.0,0.0
2524,2021-02-13,1160,1039,483036,1,250.0,0.0
2525,2024-12-17,1020,1042,765544,2,2200.0,0.0
2526,2023-10-07,1097,1029,678490,1,400.0,0.0
2527,2024-10-19,1105,1044,728312,1,350.0,0.0
2528,2024-04-06,1200,1023,483036,1,100.0,0.0
2529,2022-05-22,1105,1038,483036,1,350.0,0.0
2530,2024-06-22,1096,1019,240932,1,300.0,0.0
2531,2021-10-02,1182,1030,517509,1,400.0,0.0
2532,2021-08-21,1166,1006,240932,2,600.0,0.0
2533,2024-12-25,1007,1032,636916,1,800.0,0.0
2534,2024-05-08,1132,1029,756746,1,300.0,0.0
2535,2024-05-12,1043,1002,794130,3,1800.0,0.0
2536,2024-04-23,1117,1042,678490,1,500.0,0.0
2537,2024-11-09,1089,1027,757135,10,8000.0,0.0
2538,2023-12-18,1051,1029,688043,1,750.0,0.0
2539,2024-11-29,1039,1035,765544,1,950.0,0.0
2540,2022-06-08,1083,1038,728312,1,600.0,0.0
2541,2023-05-29,1174,1005,606020,1,300.0,0.0
2542,2023-04-16,1046,1022,387010,1,500.0,0.0
2543,2023-09-11,1106,1034,765544,1,450.0,0.0
2544,2020-12-19,1174,1008,606020,1,300.0,0.0
2545,2023-10-03,1054,1017,794130,1,850.0,0.0
2546,2024-10-07,1089,1015,765544,1,800.0,0.0
2547,2022-06-11,1177,1019,536398,1,350.0,0.0
2548,2022-05-03,1145,1010,606020,1,450.0,0.0
2549,2024-06-23,1065,1037,387010,2,1400.0,0.0
2550,2024-09-30,1032,1042,728312,1,300.0,0.0
2551,2021-08-30,1162,1002,636916,3,1200.0,0.0
2552,2024-12-04,1012,1005,554605,1,600.0,0.0
2553,2024-09-22,1190,1013,517509,1,160.0,0.2
2554,2024-06-05,1063,1043,517509,10,11000.0,0.0
2555,2022-09-09,1129,1017,765544,6,2700.0,0.0
2556,2023-12-20,1038,1037,728312,1,700.0,0.0
2557,2024-08-23,1150,1033,483036,4,960.0,0.2
2558,2023-08-21,1100,1037,483036,3,1350.0,0.0
2559,2024-04-02,1045,1033,606020,1,520.0,0.2
2560,2023-01-29,1157,1012,757135,1,200.0,0.0
2561,2024-12-13,1097,1033,554605,1,380.0,0.05
2562,2019-12-29,1203,1007,536398,1,200.0,0.0
2563,2024-08-22,1079,1037,757135,1,650.0,0.0
2564,2021-12-07,1114,1034,756746,1,450.0,0.0
2565,2022-06-26,1084,1007,554605,1,450.0,0.0
2566,2024-11-02,1009,1034,757135,1,800.0,0.0
2567,2024-04-05,1097,1011,756746,1,400.0,0.0
2568,2021-07-24,1175,1023,757135,1,250.0,0.0
2569,2024-11-07,1061,1019,554605,1,300.0,0.0
2570,2021-03-17,1104,1030,240932,1,450.0,0.0
2571,2024-09-03,1092,1040,756746,1,350.0,0.0
2572,2024-09-04,1137,1034,757135,1,200.0,0.0
2573,2024-08-02,1030,1011,688043,1,400.0,0.0
2574,2021-04-03,1138,1030,517509,1,350.0,0.0
2575,2022-09-05,1098,1040,554605,1,450.0,0.0
2576,2024-01-26,1146,1001,387010,1,315.0,0.1
2577,2024-12-06,1018,1010,536398,1,700.0,0.0
2578,2022-12-31,1077,1037,688043,1,500.0,0.0
2579,2022-10-30,1110,1012,240932,1,450.0,0.1
2580,2021-07-17,1138,1026,757135,2,700.0,0.0
2581,2024-09-20,1052,1020,387010,1,550.0,0.0
2582,2024-01-05,1067,1003,756746,1,700.0,0.0
2583,2024-04-25,1185,1041,240932,1,120.0,0.2
2584,2023-01-27,1124,1041,636916,1,350.0,0.0
2585,2024-05-09,1156,1033,240932,1,600.0,0.0
2586,2024-10-08,1041,1009,483036,1,480.0,0.2
2587,2023-12-18,1146,1010,765544,1,350.0,0.0
2588,2024-12-09,1054,1043,636916,1,850.0,0.0
2589,2024-02-26,1038,1013,387010,7,4900.0,0.0
2590,2024-10-15,1131,1011,636916,1,350.0,0.0
2591,2021-02-10,1169,1016,387010,1,200.0,0.0
2592,2024-06-06,1063,1017,688043,1,1100.0,0.0
2593,2020-12-04,1132,1024,688043,1,300.0,0.0
2594,2024-10-31,1073,1020,757135,1,450.0,0.0
2595,2023-04-13,1164,1024,678490,1,300.0,0.0
2596,2024-01-26,1131,1021,636916,1,350.0,0.0
2597,2024-05-31,1035,1014,387010,1,855.0,0.05
2598,2024-04-14,1113,1018,688043,1,350.0,0.0
2599,2024-12-16,1018,1033,387010,1,700.0,0.0
2600,2024-06-19,1034,1004,387010,1,150.0,0.0
2601,2024-08-06,1049,1018,517509,1,1400.0,0.0
2602,2024-02-18,1079,1023,554605,1,650.0,0.0
2603,2023-09-11,1151,1038,636916,1,427.5,0.05
2604,2020-11-19,1159,1035,240932,1,200.0,0.0
2605,2024-12-22,1033,1023,636916,1,400.0,0.0
2606,2020-01-13,1174,1037,606020,2,600.0,0.0
2607,2021-10-09,1194,1010,688043,6,1500.0,0.0
2608,2022-05-01,1084,1001,678490,2,900.0,0.0
2609,2024-05-13,1050,1021,794130,1,800.0,0.0
2610,2023-08-12,1044,1031,794130,1,360.0,0.1
2611,2021-05-19,1194,1034,794130,1,250.0,0.0
2612,2023-11-02,1104,1036,678490,1,450.0,0.0
2613,2024-07-25,1197,1025,794130,1,200.0,0.0
2614,2022-09-13,1153,1023,536398,1,200.0,0.0
2615,2022-07-09,1094,1031,756746,8,4000.0,0.0
2616,2019-09-01,1193,1033,387010,1,200.0,0.0
2617,2023-09-28,1081,1001,757135,4,2400.0,0.0
2618,2021-05-08,1111,1028,554605,1,350.0,0.0
2619,2023-03-18,1171,1021,728312,1,300.0,0.0
2620,2023-08-02,1059,1015,240932,4,1400.0,0.0
2621,2023-09-15,1075,1036,688043,8,3600.0,0.0
2622,2024-11-01,1033,1041,554605,2,800.0,0.0
2623,2024-06-21,1042,1009,240932,1,750.0,0.0
2624,2021-09-30,1183,1029,728312,1,250.0,0.0
2625,2019-08-26,1169,1038,794130,1,200.0,0.0
2626,2023-08-28,1056,1003,728312,1,800.0,0.0
2627,2021-11-21,1191,1004,794130,1,150.0,0.0
2628,2022-07-23,1125,1018,554605,1,750.0,0.0
2629,2024-02-09,1063,1032,483036,1,1100.0,0.0
2630,2020-06-04,1170,1027,728312,1,200.0,0.0
2631,2024-03-12,1007,1003,606020,1,800.0,0.0
2632,2024-09-07,1031,1006,756746,4,2200.0,0.0
2633,2024-09-10,1087,1003,757135,1,400.0,0.0
2634,2023-09-14,1140,1003,688043,1,300.0,0.0
2635,2022-05-22,1199,1027,240932,1,150.0,0.0
2636,2024-08-21,1057,1021,688043,1,900.0,0.0
2637,2023-07-02,1082,1026,240932,1,1000.0,0.0
2638,2023-02-27,1046,1034,536398,1,500.0,0.0
2639,2023-12-17,1042,1031,678490,1,750.0,0.0
2640,2024-01-15,1049,1020,606020,1,1400.0,0.0
2641,2024-10-12,1068,1006,678490,1,600.0,0.0
2642,2024-07-31,1141,1030,240932,1,250.0,0.0
2643,2024-07-26,1103,1011,636916,1,600.0,0.0
2644,2024-05-01,1080,1037,678490,1,500.0,0.0
2645,2024-11-12,1110,1008,757135,8,4000.0,0.0
2646,2020-05-11,1168,1006,387010,1,250.0,0.0
2647,2021-12-01,1107,1001,554605,1,350.0,0.0
2648,2022-01-03,1168,1041,794130,1,250.0,0.0
2649,2021-05-25,1154,1013,517509,2,300.0,0.0
2650,2024-07-23,1185,1015,678490,1,150.0,0.0
2651,2024-06-16,1151,1002,757135,1,450.0,0.0
2652,2024-07-24,1127,1015,678490,1,332.5,0.05
2653,2024-11-08,1013,1005,483036,3,2550.0,0.0
2654,2024-12-08,1134,1044,606020,1,300.0,0.0
2655,2024-12-15,1001,1036,554605,1,1200.0,0.0
2656,2024-07-17,1182,1035,757135,8,3200.0,0.0
2657,2022-09-01,1182,1011,678490,1,400.0,0.0
2658,2023-01-04,1097,1041,794130,1,400.0,0.0
2659,2024-07-17,1037,1013,678490,1,600.0,0.0
2660,2024-12-23,1031,1034,554605,5,2750.0,0.0
2661,2024-09-27,1002,1039,688043,1,1000.0,0.0
2662,2023-01-02,1103,1008,554605,2,1200.0,0.0
2663,2024-08-28,1051,1021,483036,1,750.0,0.0
2664,2023-03-04,1174,1026,606020,1,300.0,0.0
2665,2022-12-15,1079,1031,678490,1,650.0,0.0
2666,2024-05-16,1126,1023,756746,1,250.0,0.0
2667,2022-01-21,1101,1007,688043,1,400.0,0.0
2668,2022-04-24,1116,1012,517509,9,8100.0,0.0
2669,2024-09-19,1003,1014,765544,1,800.0,0.0
2670,2023-01-11,1192,1015,636916,1,150.0,0.0
2671,2022-10-01,1073,1029,387010,1,450.0,0.0
2672,2024-09-10,1054,1008,756746,5,4250.0,0.0
2673,2021-09-01,1109,1028,536398,1,350.0,0.0
2674,2021-12-10,1168,1004,240932,1,250.0,0.0
2675,2024-03-23,1016,1001,387010,1,750.0,0.0
2676,2024-05-07,1022,1014,636916,2,1900.0,0.0
2677,2024-11-21,1158,1021,794130,1,300.0,0.0
2678,2023-04-26,1142,1036,483036,1,350.0,0.0
2679,2021-06-09,1159,1042,636916,1,200.0,0.0
2680,2023-03-07,1097,1006,554605,1,400.0,0.0
2681,2024-12-06,1158,1032,765544,1,300.0,0.0
2682,2024-12-24,1140,1028,794130,1,300.0,0.0
2683,2024-08-15,1178,1006,554605,5,1500.0,0.0
2684,2019-04-11,1195,1032,678490,1,190.0,0.05
2685,2024-11-01,1013,1023,728312,1,850.0,0.0
2686,2024-06-10,1045,1009,554605,1,650.0,0.0
2687,2020-05-04,1167,1026,517509,1,250.0,0.0
2688,2019-08-27,1179,1014,606020,1,350.0,0.0
2689,2019-05-25,1202,1003,240932,1,200.0,0.0
2690,2024-10-22,1004,1039,536398,4,3600.0,0.0
2691,2024-07-05,1043,1017,387010,4,2400.0,0.0
2692,2024-08-22,1120,1009,678490,1,600.0,0.0
2693,2024-03-31,1188,1015,678490,1,150.0,0.0
2694,2020-10-25,1178,1024,636916,1,300.0,0.0
2695,2023-11-04,1113,1031,387010,1,350.0,0.0
2696,2024-10-23,1013,1025,756746,1,850.0,0.0
2697,2022-10-13,1126,1009,517509,1,250.0,0.0
2698,2022-09-03,1163,1002,517509,1,350.0,0.0
2699,2021-09-07,1173,1044,240932,3,600.0,0.0
2700,2023-06-15,1093,1010,765544,4,1000.0,0.0
2701,2023-06-03,1112,1044,606020,1,450.0,0.0
2702,2020-03-20,1162,1031,636916,1,400.0,0.0
2703,2021-06-22,1178,1023,757135,1,300.0,0.0
2704,2023-07-12,1124,1018,757135,1,350.0,0.0
2705,2024-05-13,1026,1003,728312,1,380.0,0.05
2706,2022-04-26,1094,1027,606020,4,2000.0,0.0
2707,2024-09-25,1031,1043,606020,4,2200.0,0.0
2708,2020-06-30,1182,1032,678490,1,400.0,0.0
2709,2023-04-24,1127,1035,756746,1,350.0,0.0
2710,2023-10-28,1043,1002,240932,1,600.0,0.0
2711,2023-10-23,1049,1027,688043,1,1400.0,0.0
